цена,комнат,площадь,жилая_площадь,площадь_кухни,этаж,этажность_дома,тип_рынка,отделка,регион,станция_метро,минут_до_метро
14500000.0,2.0,60.0,36.0,14.0,14.0,25,Вторичный рынок,Дизайнерский ремонт,Московская область,Мякинино,26.0
14500000.0,2.0,65.0,34.0,14.0,10.0,26,Вторичный рынок,Евроремонт,Московская область,Пенягино,6.0
15399000.0,2.0,71.1,33.7,15.0,2.0,22,Вторичный рынок,Евроремонт,Московская область,Мякинино,20.0
15800000.0,2.0,82.5,41.0,22.0,15.0,24,Вторичный рынок,Евроремонт,Московская область,Мякинино,14.0
16000000.0,2.0,73.2,46.0,16.0,20.0,20,Вторичный рынок,Косметический ремонт,Московская область,Мякинино,16.0
5550000.0,2.0,41.0,28.0,5.0,2.0,2,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,7.0
6500000.0,2.0,43.6,25.7,6.0,4.0,4,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,16.0
6600000.0,2.0,33.3,15.8,8.0,2.0,8,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,4.0
6950000.0,2.0,45.0,28.0,6.0,4.0,5,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,7.0
7350000.0,2.0,41.6,6.0,10.1,4.0,5,Вторичный рынок,Косметический ремонт,Московская область,Павшино,11.0
7500000.0,2.0,42.6,29.0,10.2,8.0,12,Вторичный рынок,Без отделки,Московская область,Опалиха,12.0
7500000.0,2.0,47.0,20.0,10.0,11.0,25,Вторичный рынок,Без отделки,Московская область,Павшино,20.0
7700000.0,2.0,42.0,28.6,6.0,5.0,5,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,4.0
7700000.0,2.0,44.6,32.0,6.0,1.0,4,Вторичный рынок,Косметический ремонт,Московская область,Митино,8.0
7800000.0,2.0,38.0,20.0,8.0,4.0,26,Вторичный рынок,Дизайнерский ремонт,Московская область,Опалиха,6.0
8000000.0,2.0,50.0,27.4,10.8,8.0,9,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
8000000.0,2.0,45.0,6.0,10.4,4.0,5,Вторичный рынок,Евроремонт,Московская область,Красногорская,13.0
8300000.0,2.0,43.8,28.0,8.0,9.0,9,Вторичный рынок,Косметический ремонт,Московская область,Павшино,5.0
8500000.0,2.0,47.4,31.2,8.9,6.0,12,Вторичный рынок,Без отделки,Московская область,Красногорская,7.0
8600000.0,2.0,42.9,26.8,5.9,1.0,5,Вторичный рынок,Косметический ремонт,Московская область,Павшино,10.0
8600000.0,2.0,50.0,14.0,21.0,3.0,14,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,7.0
8550000.0,2.0,44.0,11.0,23.0,1.0,8,Вторичный рынок,Без отделки,Московская область,Опалиха,2.0
8700000.0,2.0,51.6,30.0,9.0,5.0,9,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,6.0
8750000.0,2.0,53.4,30.5,9.0,2.0,5,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,5.0
8950000.0,2.0,48.6,27.0,10.0,15.0,26,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
9000000.0,2.0,54.0,30.0,9.0,6.0,9,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,5.0
9070000.0,2.0,42.6,10.5,10.2,1.0,45,Вторичный рынок,Евроремонт,Московская область,Пенягино,18.0
9074100.0,2.0,60.9,34.2,14.0,1.0,3,Вторичный рынок,Без отделки,Московская область,Аникеевка,3.0
9000000.0,2.0,44.8,26.0,6.0,4.0,5,Вторичный рынок,Косметический ремонт,Московская область,Павшино,6.0
9103900.0,2.0,60.0,33.1,14.0,2.0,3,Вторичный рынок,Без отделки,Московская область,Аникеевка,3.0
9150000.0,2.0,53.1,29.0,11.0,14.0,18,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,35.0
9200000.0,2.0,52.0,27.7,11.0,11.0,12,Вторичный рынок,Без отделки,Московская область,Опалиха,15.0
9200000.0,2.0,48.8,27.0,10.0,8.0,26,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
9200000.0,2.0,47.2,26.0,10.5,1.0,8,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
9250000.0,2.0,57.0,30.7,14.2,1.0,8,Вторичный рынок,Без отделки,Московская область,Опалиха,5.0
9300000.0,2.0,40.0,28.0,7.0,9.0,14,Вторичный рынок,Евроремонт,Московская область,Павшино,3.0
9450000.0,2.0,53.9,29.3,8.7,16.0,18,Вторичный рынок,Косметический ремонт,Московская область,Тушинская,17.0
9500000.0,2.0,41.7,29.7,7.0,2.0,4,Вторичный рынок,Евроремонт,Московская область,Красногорская,13.0
9500000.0,2.0,48.0,30.0,8.0,1.0,9,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,19.0
9500000.0,2.0,52.0,25.2,9.3,17.0,26,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,8.0
9500000.0,2.0,47.0,30.0,10.5,5.0,18,Вторичный рынок,Евроремонт,Московская область,Павшино,15.0
9500000.0,2.0,45.1,25.6,6.0,17.0,25,Вторичный рынок,Дизайнерский ремонт,Московская область,Павшино,13.0
9500000.0,2.0,47.9,9.7,10.6,2.0,3,Вторичный рынок,Евроремонт,Московская область,Аникеевка,5.0
9600000.0,2.0,35.0,15.2,11.0,6.0,8,Вторичный рынок,Дизайнерский ремонт,Московская область,Пенягино,10.0
9600000.0,2.0,52.1,11.0,11.0,10.0,12,Вторичный рынок,Без отделки,Московская область,Опалиха,15.0
9700000.0,2.0,60.9,34.2,13.6,1.0,3,Вторичный рынок,Без отделки,Московская область,Опалиха,29.0
9650000.0,2.0,47.1,33.6,6.0,2.0,5,Вторичный рынок,Евроремонт,Московская область,Павшино,6.0
9800000.0,2.0,66.0,35.9,11.2,10.0,25,Вторичный рынок,Евроремонт,Московская область,Опалиха,6.0
9800000.0,2.0,45.0,26.0,8.0,8.0,8,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,8.0
9900000.0,2.0,57.9,25.1,13.0,1.0,1,Вторичный рынок,Косметический ремонт,Московская область,Митино,15.0
9900000.0,2.0,55.3,10.0,11.2,2.0,18,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,8.0
9850000.0,2.0,43.5,32.0,5.0,13.0,25,Вторичный рынок,Евроремонт,Московская область,Павшино,13.0
9900000.0,2.0,53.7,31.6,7.6,5.0,9,Вторичный рынок,Дизайнерский ремонт,Московская область,Красногорская,8.0
9850000.0,2.0,43.5,24.1,10.2,13.0,25,Вторичный рынок,Евроремонт,Московская область,Пенягино,12.0
10000000.0,2.0,51.0,29.0,17.0,12.0,25,Вторичный рынок,Без отделки,Московская область,Павшино,13.0
10000000.0,2.0,52.0,33.0,9.2,3.0,17,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,6.0
9999000.0,2.0,53.4,35.0,9.0,16.0,17,Вторичный рынок,Косметический ремонт,Московская область,Красногорская,11.0
10000000.0,2.0,60.2,31.3,9.0,11.0,25,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,37.0
10000000.0,2.0,53.2,9.0,11.0,5.0,18,Вторичный рынок,Косметический ремонт,Московская область,Опалиха,6.0
